country	subject	sex	measure	frequency	year	value
Luxembourg	PISAMATH	TOT	MEANSCORE	A	2009	489
Luxembourg	PISAMATH	TOT	MEANSCORE	A	2012	490
Luxembourg	PISAMATH	TOT	MEANSCORE	A	2015	486
Mexico	PISAMATH	TOT	MEANSCORE	A	2003	385
Mexico	PISAMATH	TOT	MEANSCORE	A	2006	406
Mexico	PISAMATH	TOT	MEANSCORE	A	2009	419
Mexico	PISAMATH	TOT	MEANSCORE	A	2012	413
Mexico	PISAMATH	TOT	MEANSCORE	A	2015	408
Netherlands	PISAMATH	TOT	MEANSCORE	A	2003	538
Netherlands	PISAMATH	TOT	MEANSCORE	A	2006	531
Netherlands	PISAMATH	TOT	MEANSCORE	A	2009	526
Netherlands	PISAMATH	TOT	MEANSCORE	A	2012	523
Netherlands	PISAMATH	TOT	MEANSCORE	A	2015	512
New Zealand	PISAMATH	TOT	MEANSCORE	A	2003	523
New Zealand	PISAMATH	TOT	MEANSCORE	A	2006	522
New Zealand	PISAMATH	TOT	MEANSCORE	A	2009	519
New Zealand	PISAMATH	TOT	MEANSCORE	A	2012	500
New Zealand	PISAMATH	TOT	MEANSCORE	A	2015	495
Norway	PISAMATH	TOT	MEANSCORE	A	2003	495
Norway	PISAMATH	TOT	MEANSCORE	A	2006	490
Norway	PISAMATH	TOT	MEANSCORE	A	2009	498
Norway	PISAMATH	TOT	MEANSCORE	A	2012	489
Norway	PISAMATH	TOT	MEANSCORE	A	2015	502
Poland	PISAMATH	TOT	MEANSCORE	A	2003	490
Poland	PISAMATH	TOT	MEANSCORE	A	2006	495
Poland	PISAMATH	TOT	MEANSCORE	A	2009	495
Poland	PISAMATH	TOT	MEANSCORE	A	2012	518
Poland	PISAMATH	TOT	MEANSCORE	A	2015	504
Portugal	PISAMATH	TOT	MEANSCORE	A	2003	466
Portugal	PISAMATH	TOT	MEANSCORE	A	2006	466
Portugal	PISAMATH	TOT	MEANSCORE	A	2009	487
Portugal	PISAMATH	TOT	MEANSCORE	A	2012	487
Portugal	PISAMATH	TOT	MEANSCORE	A	2015	492
Slovakia	PISAMATH	TOT	MEANSCORE	A	2003	498
Slovakia	PISAMATH	TOT	MEANSCORE	A	2006	492
Slovakia	PISAMATH	TOT	MEANSCORE	A	2009	497
Slovakia	PISAMATH	TOT	MEANSCORE	A	2012	482
Slovakia	PISAMATH	TOT	MEANSCORE	A	2015	475
Spain	PISAMATH	TOT	MEANSCORE	A	2003	485
Spain	PISAMATH	TOT	MEANSCORE	A	2006	480
Spain	PISAMATH	TOT	MEANSCORE	A	2009	483
Spain	PISAMATH	TOT	MEANSCORE	A	2012	484
Spain	PISAMATH	TOT	MEANSCORE	A	2015	486
Sweden	PISAMATH	TOT	MEANSCORE	A	2003	509
Sweden	PISAMATH	TOT	MEANSCORE	A	2006	502
Sweden	PISAMATH	TOT	MEANSCORE	A	2009	494
Sweden	PISAMATH	TOT	MEANSCORE	A	2012	478
Sweden	PISAMATH	TOT	MEANSCORE	A	2015	494
Switzerland	PISAMATH	TOT	MEANSCORE	A	2003	527
Switzerland	PISAMATH	TOT	MEANSCORE	A	2006	530
Switzerland	PISAMATH	TOT	MEANSCORE	A	2009	534
Switzerland	PISAMATH	TOT	MEANSCORE	A	2012	531
Switzerland	PISAMATH	TOT	MEANSCORE	A	2015	521
Turkey	PISAMATH	TOT	MEANSCORE	A	2003	423
Turkey	PISAMATH	TOT	MEANSCORE	A	2006	424
Turkey	PISAMATH	TOT	MEANSCORE	A	2009	445
Turkey	PISAMATH	TOT	MEANSCORE	A	2012	448
Turkey	PISAMATH	TOT	MEANSCORE	A	2015	420
United Kingdom	PISAMATH	TOT	MEANSCORE	A	2006	495
United Kingdom	PISAMATH	TOT	MEANSCORE	A	2009	492
United Kingdom	PISAMATH	TOT	MEANSCORE	A	2012	494
United Kingdom	PISAMATH	TOT	MEANSCORE	A	2015	492
United States	PISAMATH	TOT	MEANSCORE	A	2003	483
United States	PISAMATH	TOT	MEANSCORE	A	2006	474
United States	PISAMATH	TOT	MEANSCORE	A	2009	487
United States	PISAMATH	TOT	MEANSCORE	A	2012	481
United States	PISAMATH	TOT	MEANSCORE	A	2015	470
Brazil	PISAMATH	TOT	MEANSCORE	A	2003	356
Brazil	PISAMATH	TOT	MEANSCORE	A	2006	370
Brazil	PISAMATH	TOT	MEANSCORE	A	2009	386
Brazil	PISAMATH	TOT	MEANSCORE	A	2012	389
Brazil	PISAMATH	TOT	MEANSCORE	A	2015	377
Chile	PISAMATH	TOT	MEANSCORE	A	2006	411
Chile	PISAMATH	TOT	MEANSCORE	A	2009	421
Chile	PISAMATH	TOT	MEANSCORE	A	2012	423
Chile	PISAMATH	TOT	MEANSCORE	A	2015	423
Estonia	PISAMATH	TOT	MEANSCORE	A	2006	515
Estonia	PISAMATH	TOT	MEANSCORE	A	2009	512
Estonia	PISAMATH	TOT	MEANSCORE	A	2012	521
Estonia	PISAMATH	TOT	MEANSCORE	A	2015	520
Indonesia	PISAMATH	TOT	MEANSCORE	A	2003	360
Indonesia	PISAMATH	TOT	MEANSCORE	A	2006	391
Indonesia	PISAMATH	TOT	MEANSCORE	A	2009	371
Indonesia	PISAMATH	TOT	MEANSCORE	A	2012	375
Indonesia	PISAMATH	TOT	MEANSCORE	A	2015	386
Israel	PISAMATH	TOT	MEANSCORE	A	2006	442
Israel	PISAMATH	TOT	MEANSCORE	A	2009	447
Israel	PISAMATH	TOT	MEANSCORE	A	2012	466
Israel	PISAMATH	TOT	MEANSCORE	A	2015	470
Latvia	PISAMATH	TOT	MEANSCORE	A	2003	483
Latvia	PISAMATH	TOT	MEANSCORE	A	2006	486
Latvia	PISAMATH	TOT	MEANSCORE	A	2009	482
Latvia	PISAMATH	TOT	MEANSCORE	A	2012	491
Latvia	PISAMATH	TOT	MEANSCORE	A	2015	482
Russia	PISAMATH	TOT	MEANSCORE	A	2003	468
Russia	PISAMATH	TOT	MEANSCORE	A	2006	476
Russia	PISAMATH	TOT	MEANSCORE	A	2009	468
Russia	PISAMATH	TOT	MEANSCORE	A	2012	482
Russia	PISAMATH	TOT	MEANSCORE	A	2015	494
Singapore	PISAMATH	BOY	MEANSCORE	A	2015	564
Singapore	PISAMATH	GIRL	MEANSCORE	A	2015	564
Slovenia	PISAMATH	TOT	MEANSCORE	A	2006	504
Slovenia	PISAMATH	TOT	MEANSCORE	A	2009	501
Slovenia	PISAMATH	TOT	MEANSCORE	A	2012	501
Slovenia	PISAMATH	TOT	MEANSCORE	A	2015	510
OAVG	PISAMATH	TOT	MEANSCORE	A	2006	494
OAVG	PISAMATH	TOT	MEANSCORE	A	2009	495
OAVG	PISAMATH	TOT	MEANSCORE	A	2012	494
OAVG	PISAMATH	TOT	MEANSCORE	A	2015	490
Colombia	PISAMATH	TOT	MEANSCORE	A	2015	390
Colombia	PISAMATH	BOY	MEANSCORE	A	2015	395
Colombia	PISAMATH	GIRL	MEANSCORE	A	2015	384
Hong Kong	PISAMATH	TOT	MEANSCORE	A	2015	548
Hong Kong	PISAMATH	BOY	MEANSCORE	A	2015	549
Hong Kong	PISAMATH	GIRL	MEANSCORE	A	2015	547
Peru	PISAMATH	TOT	MEANSCORE	A	2015	387
Peru	PISAMATH	BOY	MEANSCORE	A	2015	391
Peru	PISAMATH	GIRL	MEANSCORE	A	2015	382
Singapore	PISAMATH	TOT	MEANSCORE	A	2015	564
Chinese Taipei	PISAMATH	TOT	MEANSCORE	A	2015	542
Chinese Taipei	PISAMATH	BOY	MEANSCORE	A	2015	545
Chinese Taipei	PISAMATH	GIRL	MEANSCORE	A	2015	539
Macauau	PISAMATH	TOT	MEANSCORE	A	2015	544
Macauau	PISAMATH	BOY	MEANSCORE	A	2015	540
Macauau	PISAMATH	GIRL	MEANSCORE	A	2015	548
Australia	PISAREAD	BOY	MEANSCORE	A	2000	513
Australia	PISAREAD	BOY	MEANSCORE	A	2003	506
Australia	PISAREAD	BOY	MEANSCORE	A	2006	495
Australia	PISAREAD	BOY	MEANSCORE	A	2009	496
Australia	PISAREAD	BOY	MEANSCORE	A	2012	495
Australia	PISAREAD	BOY	MEANSCORE	A	2015	487
Australia	PISAREAD	GIRL	MEANSCORE	A	2000	546
Australia	PISAREAD	GIRL	MEANSCORE	A	2003	545
Australia	PISAREAD	GIRL	MEANSCORE	A	2006	532
Australia	PISAREAD	GIRL	MEANSCORE	A	2009	533
Australia	PISAREAD	GIRL	MEANSCORE	A	2012	530
Australia	PISAREAD	GIRL	MEANSCORE	A	2015	519
Austria	PISAREAD	BOY	MEANSCORE	A	2000	476
Austria	PISAREAD	BOY	MEANSCORE	A	2003	467
Austria	PISAREAD	BOY	MEANSCORE	A	2006	468
Austria	PISAREAD	BOY	MEANSCORE	A	2012	471
Austria	PISAREAD	BOY	MEANSCORE	A	2015	475
Austria	PISAREAD	GIRL	MEANSCORE	A	2000	509
Austria	PISAREAD	GIRL	MEANSCORE	A	2003	514
Austria	PISAREAD	GIRL	MEANSCORE	A	2006	513
Austria	PISAREAD	GIRL	MEANSCORE	A	2012	508
Austria	PISAREAD	GIRL	MEANSCORE	A	2015	495
Belgium	PISAREAD	BOY	MEANSCORE	A	2000	492
Belgium	PISAREAD	BOY	MEANSCORE	A	2003	489
Belgium	PISAREAD	BOY	MEANSCORE	A	2006	482
Belgium	PISAREAD	BOY	MEANSCORE	A	2009	493
Belgium	PISAREAD	BOY	MEANSCORE	A	2012	493
Belgium	PISAREAD	BOY	MEANSCORE	A	2015	491
Belgium	PISAREAD	GIRL	MEANSCORE	A	2000	525
Belgium	PISAREAD	GIRL	MEANSCORE	A	2003	526
Belgium	PISAREAD	GIRL	MEANSCORE	A	2006	522
Belgium	PISAREAD	GIRL	MEANSCORE	A	2009	520
Belgium	PISAREAD	GIRL	MEANSCORE	A	2012	525
Belgium	PISAREAD	GIRL	MEANSCORE	A	2015	507
Canada	PISAREAD	BOY	MEANSCORE	A	2000	519
Canada	PISAREAD	BOY	MEANSCORE	A	2003	514
Canada	PISAREAD	BOY	MEANSCORE	A	2006	511
Canada	PISAREAD	BOY	MEANSCORE	A	2009	507
Canada	PISAREAD	BOY	MEANSCORE	A	2012	506
Canada	PISAREAD	BOY	MEANSCORE	A	2015	514
Canada	PISAREAD	GIRL	MEANSCORE	A	2000	551
Canada	PISAREAD	GIRL	MEANSCORE	A	2003	546
Canada	PISAREAD	GIRL	MEANSCORE	A	2006	543
Canada	PISAREAD	GIRL	MEANSCORE	A	2009	542
Canada	PISAREAD	GIRL	MEANSCORE	A	2012	541
Canada	PISAREAD	GIRL	MEANSCORE	A	2015	540
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2000	473
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2003	473
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2006	463
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2009	456
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2012	474
Czech Republic	PISAREAD	BOY	MEANSCORE	A	2015	475
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2000	510
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2003	504
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2006	509
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2009	504
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2012	513
Czech Republic	PISAREAD	GIRL	MEANSCORE	A	2015	501
Denmark	PISAREAD	BOY	MEANSCORE	A	2000	485
Denmark	PISAREAD	BOY	MEANSCORE	A	2003	479
Denmark	PISAREAD	BOY	MEANSCORE	A	2006	480
Denmark	PISAREAD	BOY	MEANSCORE	A	2009	480
Denmark	PISAREAD	BOY	MEANSCORE	A	2012	481
Denmark	PISAREAD	BOY	MEANSCORE	A	2015	489
Denmark	PISAREAD	GIRL	MEANSCORE	A	2000	510
Denmark	PISAREAD	GIRL	MEANSCORE	A	2003	505
Denmark	PISAREAD	GIRL	MEANSCORE	A	2006	509
Denmark	PISAREAD	GIRL	MEANSCORE	A	2009	509
Denmark	PISAREAD	GIRL	MEANSCORE	A	2012	512
Denmark	PISAREAD	GIRL	MEANSCORE	A	2015	511
Finland	PISAREAD	BOY	MEANSCORE	A	2000	520
Finland	PISAREAD	BOY	MEANSCORE	A	2003	521
Finland	PISAREAD	BOY	MEANSCORE	A	2006	521
Finland	PISAREAD	BOY	MEANSCORE	A	2009	508
Finland	PISAREAD	BOY	MEANSCORE	A	2012	494
Finland	PISAREAD	BOY	MEANSCORE	A	2015	504
Finland	PISAREAD	GIRL	MEANSCORE	A	2000	571
Finland	PISAREAD	GIRL	MEANSCORE	A	2003	565
Finland	PISAREAD	GIRL	MEANSCORE	A	2006	572
Finland	PISAREAD	GIRL	MEANSCORE	A	2009	563
Finland	PISAREAD	GIRL	MEANSCORE	A	2012	556
Finland	PISAREAD	GIRL	MEANSCORE	A	2015	551
France	PISAREAD	BOY	MEANSCORE	A	2000	490
France	PISAREAD	BOY	MEANSCORE	A	2003	476
France	PISAREAD	BOY	MEANSCORE	A	2006	470
France	PISAREAD	BOY	MEANSCORE	A	2009	475
France	PISAREAD	BOY	MEANSCORE	A	2012	483
France	PISAREAD	BOY	MEANSCORE	A	2015	485
France	PISAREAD	GIRL	MEANSCORE	A	2000	519
France	PISAREAD	GIRL	MEANSCORE	A	2003	514
France	PISAREAD	GIRL	MEANSCORE	A	2006	505
France	PISAREAD	GIRL	MEANSCORE	A	2009	515
France	PISAREAD	GIRL	MEANSCORE	A	2012	527
France	PISAREAD	GIRL	MEANSCORE	A	2015	514
Germany	PISAREAD	BOY	MEANSCORE	A	2000	468
Germany	PISAREAD	BOY	MEANSCORE	A	2003	471
Germany	PISAREAD	BOY	MEANSCORE	A	2006	475
Germany	PISAREAD	BOY	MEANSCORE	A	2009	478
Germany	PISAREAD	BOY	MEANSCORE	A	2012	486
Germany	PISAREAD	BOY	MEANSCORE	A	2015	499
Germany	PISAREAD	GIRL	MEANSCORE	A	2000	502
Germany	PISAREAD	GIRL	MEANSCORE	A	2003	513
Germany	PISAREAD	GIRL	MEANSCORE	A	2006	517
Germany	PISAREAD	GIRL	MEANSCORE	A	2009	518
Germany	PISAREAD	GIRL	MEANSCORE	A	2012	530
Germany	PISAREAD	GIRL	MEANSCORE	A	2015	520
Greece	PISAREAD	BOY	MEANSCORE	A	2000	456
Greece	PISAREAD	BOY	MEANSCORE	A	2003	453
Greece	PISAREAD	BOY	MEANSCORE	A	2006	432
Greece	PISAREAD	BOY	MEANSCORE	A	2009	459
Greece	PISAREAD	BOY	MEANSCORE	A	2012	452
Greece	PISAREAD	BOY	MEANSCORE	A	2015	449
Greece	PISAREAD	GIRL	MEANSCORE	A	2000	493
Greece	PISAREAD	GIRL	MEANSCORE	A	2003	490
Greece	PISAREAD	GIRL	MEANSCORE	A	2006	488
Greece	PISAREAD	GIRL	MEANSCORE	A	2009	506
Greece	PISAREAD	GIRL	MEANSCORE	A	2012	502
Greece	PISAREAD	GIRL	MEANSCORE	A	2015	486
Hungary	PISAREAD	BOY	MEANSCORE	A	2000	465
Hungary	PISAREAD	BOY	MEANSCORE	A	2003	467
Hungary	PISAREAD	BOY	MEANSCORE	A	2006	463
Hungary	PISAREAD	BOY	MEANSCORE	A	2009	475
Hungary	PISAREAD	BOY	MEANSCORE	A	2012	468
Hungary	PISAREAD	BOY	MEANSCORE	A	2015	457
Hungary	PISAREAD	GIRL	MEANSCORE	A	2000	496
Hungary	PISAREAD	GIRL	MEANSCORE	A	2003	498
Hungary	PISAREAD	GIRL	MEANSCORE	A	2006	503
Hungary	PISAREAD	GIRL	MEANSCORE	A	2009	513
Hungary	PISAREAD	GIRL	MEANSCORE	A	2012	508
Hungary	PISAREAD	GIRL	MEANSCORE	A	2015	482
Iceland	PISAREAD	BOY	MEANSCORE	A	2000	488
Iceland	PISAREAD	BOY	MEANSCORE	A	2003	464
Iceland	PISAREAD	BOY	MEANSCORE	A	2006	460
Iceland	PISAREAD	BOY	MEANSCORE	A	2009	478
Iceland	PISAREAD	BOY	MEANSCORE	A	2012	457
Iceland	PISAREAD	BOY	MEANSCORE	A	2015	460
Iceland	PISAREAD	GIRL	MEANSCORE	A	2000	528
Iceland	PISAREAD	GIRL	MEANSCORE	A	2003	522
Iceland	PISAREAD	GIRL	MEANSCORE	A	2006	509
Iceland	PISAREAD	GIRL	MEANSCORE	A	2009	522
Iceland	PISAREAD	GIRL	MEANSCORE	A	2012	508
Iceland	PISAREAD	GIRL	MEANSCORE	A	2015	502
Ireland	PISAREAD	BOY	MEANSCORE	A	2000	513
Ireland	PISAREAD	BOY	MEANSCORE	A	2003	501
Ireland	PISAREAD	BOY	MEANSCORE	A	2006	500
Ireland	PISAREAD	BOY	MEANSCORE	A	2009	476
Ireland	PISAREAD	BOY	MEANSCORE	A	2012	509
Ireland	PISAREAD	BOY	MEANSCORE	A	2015	515
Ireland	PISAREAD	GIRL	MEANSCORE	A	2000	542
Ireland	PISAREAD	GIRL	MEANSCORE	A	2003	530
Ireland	PISAREAD	GIRL	MEANSCORE	A	2006	534
Ireland	PISAREAD	GIRL	MEANSCORE	A	2009	515
Ireland	PISAREAD	GIRL	MEANSCORE	A	2012	538
Ireland	PISAREAD	GIRL	MEANSCORE	A	2015	527
Italy	PISAREAD	BOY	MEANSCORE	A	2000	469
Italy	PISAREAD	BOY	MEANSCORE	A	2003	455
Italy	PISAREAD	BOY	MEANSCORE	A	2006	448
Italy	PISAREAD	BOY	MEANSCORE	A	2009	464
Italy	PISAREAD	BOY	MEANSCORE	A	2012	471
Italy	PISAREAD	BOY	MEANSCORE	A	2015	477
Italy	PISAREAD	GIRL	MEANSCORE	A	2000	507
Italy	PISAREAD	GIRL	MEANSCORE	A	2003	495
Italy	PISAREAD	GIRL	MEANSCORE	A	2006	489
Italy	PISAREAD	GIRL	MEANSCORE	A	2009	510
Italy	PISAREAD	GIRL	MEANSCORE	A	2012	510
Italy	PISAREAD	GIRL	MEANSCORE	A	2015	493
Japan	PISAREAD	BOY	MEANSCORE	A	2000	507
Japan	PISAREAD	BOY	MEANSCORE	A	2003	487
Japan	PISAREAD	BOY	MEANSCORE	A	2006	483
Japan	PISAREAD	BOY	MEANSCORE	A	2009	501
Japan	PISAREAD	BOY	MEANSCORE	A	2012	527
Japan	PISAREAD	BOY	MEANSCORE	A	2015	509
Japan	PISAREAD	GIRL	MEANSCORE	A	2000	537
Japan	PISAREAD	GIRL	MEANSCORE	A	2003	509
Japan	PISAREAD	GIRL	MEANSCORE	A	2006	513
Japan	PISAREAD	GIRL	MEANSCORE	A	2009	540
Japan	PISAREAD	GIRL	MEANSCORE	A	2012	551
Japan	PISAREAD	GIRL	MEANSCORE	A	2015	523
Korea	PISAREAD	BOY	MEANSCORE	A	2000	519
Korea	PISAREAD	BOY	MEANSCORE	A	2003	525
Korea	PISAREAD	BOY	MEANSCORE	A	2006	539
Korea	PISAREAD	BOY	MEANSCORE	A	2009	523
Korea	PISAREAD	BOY	MEANSCORE	A	2012	525
Korea	PISAREAD	BOY	MEANSCORE	A	2015	498
Korea	PISAREAD	GIRL	MEANSCORE	A	2000	533
Korea	PISAREAD	GIRL	MEANSCORE	A	2003	547
Korea	PISAREAD	GIRL	MEANSCORE	A	2006	574
Korea	PISAREAD	GIRL	MEANSCORE	A	2009	558
Korea	PISAREAD	GIRL	MEANSCORE	A	2012	548
Korea	PISAREAD	GIRL	MEANSCORE	A	2015	539
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2000	429
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2003	463
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2006	464
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2009	453
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2012	473
Luxembourg	PISAREAD	BOY	MEANSCORE	A	2015	471
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2000	456
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2003	496
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2006	495
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2009	492
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2012	503
Luxembourg	PISAREAD	GIRL	MEANSCORE	A	2015	492
Mexico	PISAREAD	BOY	MEANSCORE	A	2000	411
Mexico	PISAREAD	BOY	MEANSCORE	A	2003	389
Mexico	PISAREAD	BOY	MEANSCORE	A	2006	393
Mexico	PISAREAD	BOY	MEANSCORE	A	2009	413
Mexico	PISAREAD	BOY	MEANSCORE	A	2012	411
Mexico	PISAREAD	BOY	MEANSCORE	A	2015	416
Mexico	PISAREAD	GIRL	MEANSCORE	A	2000	432
Mexico	PISAREAD	GIRL	MEANSCORE	A	2003	410
Mexico	PISAREAD	GIRL	MEANSCORE	A	2006	427
Mexico	PISAREAD	GIRL	MEANSCORE	A	2009	438
Mexico	PISAREAD	GIRL	MEANSCORE	A	2012	435
Mexico	PISAREAD	GIRL	MEANSCORE	A	2015	431
Netherlands	PISAREAD	BOY	MEANSCORE	A	2003	503
Netherlands	PISAREAD	BOY	MEANSCORE	A	2006	495
Netherlands	PISAREAD	BOY	MEANSCORE	A	2009	496
Netherlands	PISAREAD	BOY	MEANSCORE	A	2012	498
Netherlands	PISAREAD	BOY	MEANSCORE	A	2015	491
Netherlands	PISAREAD	GIRL	MEANSCORE	A	2003	524
Netherlands	PISAREAD	GIRL	MEANSCORE	A	2006	519
Netherlands	PISAREAD	GIRL	MEANSCORE	A	2009	521
Netherlands	PISAREAD	GIRL	MEANSCORE	A	2012	525
Netherlands	PISAREAD	GIRL	MEANSCORE	A	2015	515
New Zealand	PISAREAD	BOY	MEANSCORE	A	2000	507
New Zealand	PISAREAD	BOY	MEANSCORE	A	2003	508
New Zealand	PISAREAD	BOY	MEANSCORE	A	2006	502
New Zealand	PISAREAD	BOY	MEANSCORE	A	2009	499
New Zealand	PISAREAD	BOY	MEANSCORE	A	2012	495
New Zealand	PISAREAD	BOY	MEANSCORE	A	2015	493
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2000	553
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2003	535
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2006	539
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2009	544
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2012	530
New Zealand	PISAREAD	GIRL	MEANSCORE	A	2015	526
Norway	PISAREAD	BOY	MEANSCORE	A	2000	486
Norway	PISAREAD	BOY	MEANSCORE	A	2003	475
Norway	PISAREAD	BOY	MEANSCORE	A	2006	462
Norway	PISAREAD	BOY	MEANSCORE	A	2009	480
Norway	PISAREAD	BOY	MEANSCORE	A	2012	481
Norway	PISAREAD	BOY	MEANSCORE	A	2015	494
Norway	PISAREAD	GIRL	MEANSCORE	A	2000	529
Norway	PISAREAD	GIRL	MEANSCORE	A	2003	525
Norway	PISAREAD	GIRL	MEANSCORE	A	2006	508
Norway	PISAREAD	GIRL	MEANSCORE	A	2009	527
Norway	PISAREAD	GIRL	MEANSCORE	A	2012	528
Norway	PISAREAD	GIRL	MEANSCORE	A	2015	533
Poland	PISAREAD	BOY	MEANSCORE	A	2000	461
Poland	PISAREAD	BOY	MEANSCORE	A	2003	477
Poland	PISAREAD	BOY	MEANSCORE	A	2006	487
Poland	PISAREAD	BOY	MEANSCORE	A	2009	476
Poland	PISAREAD	BOY	MEANSCORE	A	2012	497
Poland	PISAREAD	BOY	MEANSCORE	A	2015	491
Poland	PISAREAD	GIRL	MEANSCORE	A	2000	497
Poland	PISAREAD	GIRL	MEANSCORE	A	2003	516
Poland	PISAREAD	GIRL	MEANSCORE	A	2006	528
Poland	PISAREAD	GIRL	MEANSCORE	A	2009	525
Poland	PISAREAD	GIRL	MEANSCORE	A	2012	539
Poland	PISAREAD	GIRL	MEANSCORE	A	2015	521
Portugal	PISAREAD	BOY	MEANSCORE	A	2000	458
Portugal	PISAREAD	BOY	MEANSCORE	A	2003	459
Portugal	PISAREAD	BOY	MEANSCORE	A	2006	455
Portugal	PISAREAD	BOY	MEANSCORE	A	2009	470
Portugal	PISAREAD	BOY	MEANSCORE	A	2012	468
Portugal	PISAREAD	BOY	MEANSCORE	A	2015	490
Portugal	PISAREAD	GIRL	MEANSCORE	A	2000	482
Portugal	PISAREAD	GIRL	MEANSCORE	A	2003	495
Portugal	PISAREAD	GIRL	MEANSCORE	A	2006	488
Portugal	PISAREAD	GIRL	MEANSCORE	A	2009	508
Portugal	PISAREAD	GIRL	MEANSCORE	A	2012	508
Portugal	PISAREAD	GIRL	MEANSCORE	A	2015	507
Slovakia	PISAREAD	BOY	MEANSCORE	A	2003	453
Slovakia	PISAREAD	BOY	MEANSCORE	A	2006	446
Slovakia	PISAREAD	BOY	MEANSCORE	A	2009	452
Slovakia	PISAREAD	BOY	MEANSCORE	A	2012	444
Slovakia	PISAREAD	BOY	MEANSCORE	A	2015	435
Slovakia	PISAREAD	GIRL	MEANSCORE	A	2003	486
Slovakia	PISAREAD	GIRL	MEANSCORE	A	2006	488
Slovakia	PISAREAD	GIRL	MEANSCORE	A	2009	503
Slovakia	PISAREAD	GIRL	MEANSCORE	A	2012	483
Slovakia	PISAREAD	GIRL	MEANSCORE	A	2015	471
Spain	PISAREAD	BOY	MEANSCORE	A	2000	481
Spain	PISAREAD	BOY	MEANSCORE	A	2003	461
Spain	PISAREAD	BOY	MEANSCORE	A	2006	443
Spain	PISAREAD	BOY	MEANSCORE	A	2009	467
Spain	PISAREAD	BOY	MEANSCORE	A	2012	474
Spain	PISAREAD	BOY	MEANSCORE	A	2015	485
Spain	PISAREAD	GIRL	MEANSCORE	A	2000	505
Spain	PISAREAD	GIRL	MEANSCORE	A	2003	500
Spain	PISAREAD	GIRL	MEANSCORE	A	2006	479
Spain	PISAREAD	GIRL	MEANSCORE	A	2009	496
Spain	PISAREAD	GIRL	MEANSCORE	A	2012	503
Spain	PISAREAD	GIRL	MEANSCORE	A	2015	506
Sweden	PISAREAD	BOY	MEANSCORE	A	2000	499
Sweden	PISAREAD	BOY	MEANSCORE	A	2003	496
Sweden	PISAREAD	BOY	MEANSCORE	A	2006	488
Sweden	PISAREAD	BOY	MEANSCORE	A	2009	475
Sweden	PISAREAD	BOY	MEANSCORE	A	2012	458
Sweden	PISAREAD	BOY	MEANSCORE	A	2015	481
Sweden	PISAREAD	GIRL	MEANSCORE	A	2000	536
Sweden	PISAREAD	GIRL	MEANSCORE	A	2003	533
Sweden	PISAREAD	GIRL	MEANSCORE	A	2006	528
Sweden	PISAREAD	GIRL	MEANSCORE	A	2009	521
Sweden	PISAREAD	GIRL	MEANSCORE	A	2012	509
Sweden	PISAREAD	GIRL	MEANSCORE	A	2015	520
Switzerland	PISAREAD	BOY	MEANSCORE	A	2000	480
Switzerland	PISAREAD	BOY	MEANSCORE	A	2003	482
Switzerland	PISAREAD	BOY	MEANSCORE	A	2006	484
Switzerland	PISAREAD	BOY	MEANSCORE	A	2009	481
Switzerland	PISAREAD	BOY	MEANSCORE	A	2012	491
Switzerland	PISAREAD	BOY	MEANSCORE	A	2015	480
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2000	510
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2003	517
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2006	515
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2009	520
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2012	527
Switzerland	PISAREAD	GIRL	MEANSCORE	A	2015	505
Turkey	PISAREAD	BOY	MEANSCORE	A	2003	426
Turkey	PISAREAD	BOY	MEANSCORE	A	2006	427
Turkey	PISAREAD	BOY	MEANSCORE	A	2009	443
Turkey	PISAREAD	BOY	MEANSCORE	A	2012	453
